Character,Dialogue
Yuffie,His ways are a mystery.
Yuffie,Sonon's gotta be back by now.
Yuffie,What took you!?
Yuffie,Wh-what?
Yuffie,"Yeah, I don't wanna talk about him. Let's talk about something else. Like how you've adjusted to life here—indulging in ""adult"" pastimes. Which I guess means...drinking yourself stupid! Last thing I need is my partner stinking like an over-the-hill has-been."
Yuffie,"Speaking of drinking...you been to the Happy Turtle? If you're part of Operation Down-in-One, I take it back. I am there next time you go. Don't worry, I can do adult stuff just fine."
Yuffie,"""Boss""? As in me?"
Yuffie,"I...I guess I have! ""Boss,"" huh? I could get used to that. Beats being stuck on the bottom rung, that's for sure. (chuckles)"
Yuffie,Yeah! Yeah!
Yuffie,Stupid bird.
Yuffie,Not at all! Need to scope out the city anyway. Really get to know the enemy.
Yuffie,Be right there!
Yuffie,"Hey, uh...you wanna tell me what you're mumblin' about?"
Yuffie,I'm Yuffie. Neet to meet you. So...what're you researchin'?
Yuffie,Hmmm...sure! Why not. Imma kick its butt!
Yuffie,Uh... What are you talking about? This isn't weird—it's super cute!
Yuffie,Not as lame as Midgar.
Yuffie,"Just saying how much I was looking forward to playing Fort Condor. I could really use the training, y'know?"
Yuffie,(chuckles) What can I say? Talent trumps all.
Yuffie,As if!
Yuffie,Who am I? Someone who doesn't spend all day muttering to themselves in the shadows... Like some kinda Shinra spy!
Yuffie,"Heh. So you're after the grandmaster too? Sorry to burst your bubble, Mr. Shadow Lurker, but I'll be the one takin' home those spoils of war."
Yuffie,"(chuckles) Now I'm taking down Midgar, a citizen at a time."
Yuffie,That all of Midgar's gonna suffer the same fate.
Yuffie,"Hey there, suit. How's that conversation with yourself workin' out?"
Yuffie,"That ""game"" wouldn't happen to be Fort Condor, would it!? If you want, I'll help you figure stuff out."
Yuffie,Starting to get the hang of what? Losing?
Yuffie,Boo!
Yuffie,"Hm? Waiting for somone? Ooh, you got stood up."
Yuffie,I dunno—is he Shinra too?
Yuffie,What's his name?
Yuffie,"Yeah, he sounds great. Say, is that Fort Condor I see over there? You play?"
Yuffie,Wait...did you just call me your friend?
Yuffie,"So, I've been thinkin' about it, and I know just what you need... Round of Fort Condor?"
Yuffie,(laughs)
Yuffie,Hm? What's that I hear? The sound of the world's smallest violin?
Yuffie,So...I couldn't help noticing your Fort Condor set. Got time for a game?
Yuffie,"Then let's do it up! I gotta warn you, though, I'm kind of an expert at this."
Yuffie,"Oho, is that right? Well, you can talk the talk, so let's see ya walk the walk!"
Yuffie,"You freakin' bet I did! Aw, not gonna go cryin' to your cats, are ya!?"
Yuffie,"Looks like you've got your work cut out for you, my furry friends!"
Yuffie,"Hey... Wait a second. That was everyone, right? Including the grandmaster? So where's my materia!? I want it now!"
Yuffie,Uh... I guess so?
Yuffie,Your hypo-thingy's what now?
Yuffie,"Yeah, yeah, skip to the end!"
Yuffie,"did you say ""materia""!? So...you're the Grandmaster!? Whodda thunk! (laughs) How does it feel, Shinra—to see the whole of Midgar brought to its knees by the Amazing Yuffie!"
Yuffie,Anytime!
Yuffie,Wha?
Yuffie,Nope.
Yuffie,Bummer.
Yuffie,That prize is as good as mine!
Yuffie,Hm hm hm hm-hm-hm-hm-hmmm... (hums Happy Turtle theme)
Yuffie,There it is. The call of the turtle!
Yuffie,"You never stood a chance, little guy!"
Yuffie,The gumshoe ninja strikes again!
Yuffie,(screams)
Yuffie,Mm-mm.
Yuffie,Uh...
Yuffie,"Uh, I'm really not here for...whoever he is."
Yuffie,"For, uh...directions! But I'm all good now, thanks!"
Yuffie,Hah... That was a close one.
Yuffie,"I'm comin' for ya, flyer!"
Yuffie,"Heh heh, gotcha!"
Yuffie,(screams)
Yuffie,Flyer acquired!
Yuffie,"Heh heh, gotcha! You thought you could hide from me, didn't ya!"
Yuffie,(gasps) My turtle senses are tingling!
Yuffie,"Heh heh, gotcha!"
Yuffie,And that makes six! Won't Old Snapper be impressed when I rock up with these bad boys.
Yuffie,"Please, it was a piece of cake. Only these Midgarian dummies would find that a challenge. Speaking of which... Here—for a fellow tough nut!"
Yuffie,Mm-hm.
Yuffie,But I thought Zhijie was getting our High-D's. What happened with that?
Yuffie,Those tyrants!
Yuffie,Reowr!
Yuffie,"Way too crowded. I can't stand it. Ugh, and the stench! How can anyone live here?"
Yuffie,Uh...wait a second. Are you actually saying you like it here? I thought you hated it.
Yuffie,Then what was that stuff on the news? About a reactor blowin' up and all. No way that was an accident. It had to be Avalanche.
Yuffie,Sorry...
Yuffie,"Uh, what's up?"
Yuffie,Splinter cell?
Barret,We lost him.
Tifa,He will be okay though...right?
Barret,"Well...of course he will! A little fall ain't gonna stop a hard-ass like him. He'll come swaggerin' back before long, you mark my words."
Tifa,Yeah...I guess he will.
Barret,Now can we talk about President Shithead? Spoutin' all that crap about us!? That lyin' son of a bitch! Working for Wutai!? Avalanche ain't nobody's—
Tifa,Barret.
Tifa,Huh?
Barret,Is that so?
Barret,Don't got time for no low-level mobsters. We got Shinra in our sights.
Barret,Tifa. You and I both know this is far from over. Right? Might as well get some rest—while we still can.
Tifa,Right.
Tifa,You know what? I think I am gonna look into this.
Yuffie,Cool. Should we say hi?
Yuffie,"So, what's wrong with that? Sounds good to me."
Yuffie,"Well, that company almost leveled our home, and they've gotta learn their lesson."
Yuffie,"Yeah, couldn't agree more. Consider it tabled!"
Yuffie,"Like after we steal it? Well, the more materia you have, the stronger you are, right? So once we've got the ultimate materia, we'll be stronger than anyone!"
Yuffie,(chuckles) It's gonna be awesome!
Yuffie,"Uh, sure is!"
Yuffie,(chuckles)
Yuffie,(chuckles)
Yuffie,Hey! What am I? Chopped liver!?
Yuffie,"(laughs) Know any kids who can do that? No you don't, 'cause I'm an adult."
Yuffie,"Also, I'm pretty hot stuff myself, thank you very much."
Yuffie,Okay...
Yuffie,"So, who were those creeps anyway?"
Yuffie,Oho? And how do you know what it looks like?
Yuffie,Wait for who?
Yuffie,"Hey, uh... What's up with that guy?"
Yuffie,"Them again!? Oh, Shinra's so gonna get it!"
Yuffie,"Hey, hold up!"
Yuffie,Try it. You'll love it.
Yuffie,Foreigners and their weak jaws...
Yuffie,"Enjoy your materia while you still can, Shinra, 'cause we're comin'!"
Yuffie,Aw! Hmph.
Yuffie,A-wha...?
Yuffie,"""Change of plans""?"
Yuffie,"Well, if you ask me, it's high time things picked up around here."
Yuffie,"Yeah, I'm not your garden-variety Wutaian. I'm a rare bloom!"
Yuffie,"Ooh, I'm so gonna use that!"
Yuffie,Hey! That's Zhijie.
Yuffie,Do you have any idea what Zhijie actually did?
Yuffie,"Well, now I feel bad."
Yuffie,Right.
Yuffie,Oho! Talk about fast. Is he one of us?
Yuffie,"This some kind of factory or something? It reminds me of a place I passed through when I first got here. And if it's anything like that, it'll be crawlin' with monsters."
Yuffie,Aha! Been lookin' for you!
Yuffie,"Hey, you think Nayo's alright?"
Yuffie,"You know, she's actually pretty cool. I feel bad saying this, but after what happened back home, I just kinda assumed no one in Avalanche could be trusted. Like, they were all the same as the ones I fought."
Yuffie,"But it looks like Avalanche has changed a lot since that went down, huh?"
Yuffie,C'mon.
Yuffie,"(screams) Man, that stings... Alright, now you've done it! When this is over, you're gettin' it good! Enjoy your freedom while you can, Zhijie!"
Yuffie,You heard the main.
Yuffie,(stumbles)
Yuffie,(chuckles)
Yuffie,Well that sucked. Why did tailing people have to be so hard?
Yuffie,"Eh. Sure, whatever. Now how do we find Zhijie?"
Yuffie,"Yeah, works for me."
Yuffie,Now how are we gonna get across. Hmmm...
Yuffie,Oho! Is that a switch I see?
Yuffie,Which was...?
Yuffie,Oh. That.
Yuffie,Yeah... I guess so.
Yuffie,"I know what you mean, though... They're all just really good people, huh."
Yuffie,Right...
Yuffie,"Yeah, yeah, I know...! Gotta be quiet... Very quiet... As quiet as a mouse..."
Yuffie,Eek!
Yuffie,(chuckles) Uh... Good morning!
Yuffie,"Alright, it can't be far now. Let's get our rears in gear! Big ""g"", little ""o"", go, go, go!"
Yuffie,"Up ahead. Building just screams ""important."""
Yuffie,"Bleh, why'd there have to be so many guards?"
Yuffie,Understood.
Yuffie,"Huh. Nice goin', Zhijie."
Yuffie,Born ready!
Yuffie,"A diversion, huh? I like it. But don't forget I'm the leading lady."
Yuffie,"Hey, you! Evildoers! Over here!"
Yuffie,That's exactly what I was hoping you'd ask!
Yuffie,And...action!
Yuffie,"Some know me as a beguiling ninja! Others as the world's greatest materia hunter. But! Who am I truly? Well, excited onlookers, wonder no more!"
Yuffie,Before you stands a rare bloom the single white rose of Wutai...the one-and-only Yuffie! (coughs)
Yuffie,"Hey, who're you callin' a kid!? (stumbles)"
Yuffie,Uh...guh...uhk...
Yuffie,(chuckles)
Yuffie,No freakin' way!
Yuffie,Couldn't they have made it less gross?
Yuffie,"Oho... Running away, are we?"
Yuffie,"Or maybe it's doing one of those...""tactical retreats""?"
Yuffie,It's spitting little critters!
Yuffie,They've got lasers too! And where there's lasers...
Yuffie,How're we supposed to dodge those things!?
Yuffie,So now you've come crawling down.
Yuffie,Get wrecked!
Yuffie,"Oh, we'll make it serious, alright—dead serious."
Yuffie,(chuckles) You see that?
Yuffie,Yep.
Yuffie,(gasps) Hahaha... It was nothin'!
Yuffie,Got it.
Yuffie,Right.
Yuffie,"Don't forget to tell the splinter cell—about Sector 7, I mean!"
Yuffie,Ready!
Yuffie,Kay.
Yuffie,I think we're good here. Let's roll.
Yuffie,What's with all these people?
Yuffie,All aboard!
Yuffie,Oh boy...
Yuffie,(gulps) I'll be fine...as long as I'm standing up...
Yuffie,Don't laugh.
Yuffie,Who's Melphie?
Yuffie,Huh...
Yuffie,"""Had""?"
Yuffie,Yeah... They do. But I'm not your sister.
Yuffie,Enough to make you sick. Let's get this over with.
Yuffie,"You're up, High-D!"
Yuffie,"C'mon, c'mon, c'mon!"
Yuffie,I would. A hundred percent! (chuckles)
Yuffie,Open up!
Yuffie,"Calm down, Sonon. Calm down. Remember we're here for a reason."
Yuffie,Don't be. I was ready to strangle her myself. And that's before she sent us off in the wrong direction...
Yuffie,"Only one way to find out. Don't worry, we'll get to Materia Research eventually. Just a little longer, my precious..."
Yuffie,"Just look at this place. Weapons here, weapons there, weapons everywhere! They're ready for some serious action."
Yuffie,"Duh. Unlike my old man, I'm not some lazy drunk. I fight for what I believe in, something he'd never understand."
Yuffie,"Behind bars, you mean? Not well, if the government's got anything to say about it. Good on 'em. Jail's where he belongs."
Yuffie,You know what? Let's drop it. Not exactly my favorite topic. It's only gonna make me mad. More importantly...
Yuffie,What? There's more?
Yuffie,Why did I ever think for a second she'd be nice to us!? She knows damn well it's gonna be a pain in the ass gettin' up there.
Yuffie,"There we go. Honestly, how do I do it? Now then, Sonon, how ya feel about givin' me a boost?"
Yuffie,"Okay, get to climbin'!"
Yuffie,"Oh, materia, where are you?"
Yuffie,Hm? Is that materia I smell?
Yuffie,This their idea of mood lighting? 'Cause it's bad.
Yuffie,Talk about hitting the jackpot! This must be where they make their materia!
Yuffie,Totally. After I grab a few souvenirs.
Yuffie,"Wait, is that a security grate or a ladder? Thanks, Shinra!"
Yuffie,"Huh, that's weird... Not even a whiff of materia up here... But then there's nowhere else to go."
Yuffie,"Not long now, my precious. You'll be safe in my arms soon!"
Yuffie,And what do we have here? A secret materia vault perhaps?
Yuffie,Uh...uh-oh.
Yuffie,"(groans) Aw, c'mon! How could we have gotten so lost!?"
Yuffie,Sure...
Yuffie,You ate it!
Yuffie,"Man, I'm glad you're here!"
Yuffie,It really helps—knowing I'm not alone in all this.
Yuffie,Aha! Think I found our way across!
Yuffie,Training? Really? Just give us what we came for already!
Yuffie,Sonon! Check that out!
Yuffie,"This has to be it! Oh, sweet baby, come to mama!"
Yuffie,Can't see squat. Light. Light! I need more light!
Yuffie,"Now we're cookin'! I'm comin', materia, ready or not!"
Yuffie,Man... Another stupid dud!
Yuffie,Wha—? Uh-oh...
Yuffie,"Quit holdin' out on us, Shinra! We're here for materia, not these dorks!"
Yuffie,(screams)
Yuffie,(screams)
Yuffie,"That we're walking into a trap, I guess. But it's nothing we can't handle, right?"
Yuffie,"""May have""!? How 'bout ""did"", you old hag!?"
Yuffie,Where are we?
Yuffie,"That thing...can't be operational, can it?"
Yuffie,Quit acting all superior. We both know you're afraid of us!
